0,569
1,863
2,246
3,909
4,382
5,681
6,224
7,387
8,578
9,440
10,944
11,158
12,357
13,119
14,664
15,174
16,734
17,362
18,949
19,727
20,873
21,179
22,650
23,203
24,747
25,718
26,908
27,920
28,618
29,907
30,910
31,469
32,867
33,750
34,642
35,235
36,926
37,768
38,124
39,481
40,716
41,993
42,713
43,233
44,101
45,172
46,455
47,623
48,944
49,781
50,364
51,487
52,525
53,134
54,290
55,749
56,439
57,606
58,383
59,409
60,311
61,910
62,575
63,439
64,739
65,623
66,937
67,218
68,983
69,927
70,475
71,533
72,687
73,634
74,510
75,130
76,393
77,992
78,604
79,263
80,861
81,100
82,856
83,969
84,992
85,495
86,258
87,465
88,856
89,233
90,122
91,789
92,539
93,222
94,828
95,324
96,823
97,662
98,150
99,962
100,116
101,153
102,558
103,599
104,261
105,312
106,154
107,269
108,656
109,549
110,468
111,732
112,499
113,989
114,569
115,347
116,755
117,236
118,635
119,272
120,277
121,195
122,809
123,801
124,490
125,875
126,940
127,458
128,516
129,715
130,266
131,888
132,532
133,368
134,124
135,283
136,667
137,115
138,476
139,395
140,936
141,281
142,519
143,770
144,457
145,921
146,844
147,531
148,516
149,819
150,407
151,765
152,619
153,972
154,300
155,823
156,329
157,692
158,623
159,214
160,818
161,121
162,500
163,356
164,590
165,381
166,202
167,555
168,280
169,404
170,425
171,505
172,356
173,233
174,859
175,550
176,181
177,238
178,387
179,570
180,313
181,151
182,572
183,447
184,760
185,529
186,128
187,654
188,325
189,865
190,538
191,603
192,915
193,146
194,556
195,441
196,101
197,727
198,587
199,377
200,165
201,296
202,982
203,972
204,528
205,763
206,511
207,155
208,962
209,448
210,826
211,852
212,623
213,878
214,182
215,450
216,245
217,160
218,397
219,931
220,296
221,670
222,677
223,141
224,437
225,253
226,751
227,394
228,437
229,573
230,936
231,853
232,995
233,494
234,401
235,946
236,869
237,300
238,407
239,487
240,435
241,872
242,579
243,695
244,995
245,846
246,284
247,328
248,140
249,585
250,421
251,542
252,648
253,487
254,395
255,254
256,186
257,647
258,680
259,148
260,892
261,940
262,258
263,930
264,564
265,516
266,362
267,323
268,854
269,530
270,641
271,666
272,245
273,344
274,143
275,665
276,357
277,109
278,999
279,359
280,151
281,504
282,801
283,198
284,337
285,886
286,220
287,322
288,276
289,564
290,865
291,968
292,906
293,884
294,791
295,502
296,914
297,924
298,966
299,181
300,985
301,424
302,392
303,712
304,730
305,151
306,152
307,170
308,245
309,951
310,608
311,116
312,639
313,354
314,135
315,256
316,605
317,217
318,106
319,566
320,835
321,939
322,949
323,950
324,586
325,221
326,499
327,224
328,502
329,540
330,215
331,180
332,623
333,503
334,585
335,757
336,777
337,983
338,837
339,855
340,845
341,751
342,594
343,560
344,860
345,821
346,647
347,903
348,749
349,437
350,875
351,991
352,139
353,739
354,233
355,850
356,966
357,201
358,650
359,112
360,272
361,838
362,965
363,215
364,693
365,437
366,923
367,154
368,860
369,282
370,315
371,668
372,193
373,695
374,321
375,222
376,353
377,267
378,807
379,458
380,554
381,690
382,442
383,637
384,531
385,509
386,612
387,295
388,226
389,517
390,336
391,531
392,239
393,248
394,886
395,288
396,750
397,745
398,787
399,710
400,403
401,916
402,831
403,433
404,174
405,426
406,801
407,761
408,674
409,126
410,111
411,338
412,527
413,784
414,292
415,581
416,103
417,759
418,459
419,670
420,480
421,741
422,142
423,546
424,741
425,549
426,572
427,779
428,870
429,694
430,951
431,247
432,873
433,135
434,421
435,764
436,411
437,584
438,201
439,647
440,153
441,915
442,395
443,701
444,683
445,190
446,816
447,906
448,630
449,185
450,810
451,966
452,127
453,996
454,896
455,573
456,775
457,508
458,608
459,186
460,988
461,368
462,615
463,416
464,572
465,649
466,565
467,203
468,398
469,358
470,734
471,255
472,877
473,446
474,971
475,735
476,731
477,146
478,617
479,526
480,396
481,850
482,941
483,333
484,546
485,581
486,308
487,813
488,867
489,990
490,217
491,526
492,879
493,527
494,134
495,879
496,299
497,297
498,384
499,212
500,174
501,641
502,829
503,467
504,159
505,231
506,610
507,888
508,530
509,267
510,613
511,109
512,376
513,834
514,904
515,274
516,788
517,409
518,639
519,845
520,637
521,170
522,107
523,906
524,995
525,448
526,621
527,786
528,396
529,958
530,644
531,762
532,479
533,591
534,762
535,348
536,401
537,992
538,897
539,630
540,295
541,784
542,821
543,288
544,767
545,110
546,902
547,725
548,433
549,682
550,450
551,194
552,561
553,860
554,150
555,422
556,944
557,416
558,752
559,960
560,208
561,372
562,375
563,565
564,191
565,699
566,242
567,443
568,397
569,597
570,859
571,847
572,669
573,323
574,314
575,829
576,251
577,932
578,650
579,813
580,101
581,876
582,746
583,252
584,555
585,772
586,944
587,903
588,974
589,269
590,347
591,483
592,698
593,717
594,755
595,731
596,542
597,175
598,382
599,849
600,748
601,602
602,216
603,259
604,927
605,380
606,630
607,478
608,150
609,548
610,323
611,904
612,947
613,697
614,985
615,177
616,548
617,745
618,469
619,559
620,469
621,982
622,168
623,594
624,987
625,474
626,144
627,279
628,992
629,808
630,903
631,910
632,877
633,361
634,873
635,288
636,397
637,457
638,453
639,837
640,574
641,840
642,809
643,331
644,623
645,809
646,919
647,272
648,560
649,307
650,688
651,135
652,434
653,560
654,980
655,511
656,642
657,216
658,421
659,688
660,297
661,397
662,684
663,177
664,778
665,369
666,633
667,766
668,912
669,235
670,946
671,188
672,525
673,915
674,438
675,648
676,102
677,801
678,823
679,835
680,940
681,734
682,955
683,692
684,746
685,474
686,144
687,143
688,751
689,636
690,495
691,664
692,901
693,723
694,548
695,671
696,982
697,954
698,321
699,855
700,133
701,965
702,290
703,343
704,273
705,868
706,846
707,321
708,609
709,170
710,293
711,849
712,234
713,685
714,279
715,330
716,337
717,989
718,368
719,569
720,328
721,224
722,421
723,439
724,803
725,951
726,132
727,393
728,924
729,335
730,231
731,781
732,280
733,862
734,563
735,283
736,664
737,312
738,755
739,997
740,735
741,789
742,602
743,712
744,911
745,602
746,746
747,766
748,323
749,260
750,747
751,172
752,816
753,815
754,976
755,491
756,605
757,570
758,901
759,953
760,758
761,420
762,346
763,625
764,934
765,913
766,271
767,677
768,374
769,702
770,422
771,893
772,693
773,297
774,558
775,672
776,330
777,195
778,234
779,897
780,345
781,355
782,267
783,864
784,599
785,688
786,953
787,681
788,789
789,891
790,575
791,106
792,199
793,179
794,637
795,607
796,764
797,169
798,898
799,865
800,515
801,766
802,386
803,663
804,759
805,773
806,121
807,517
808,581
809,560
810,703
811,827
812,807
813,438
814,116
815,517
816,404
817,588
818,924
819,720
820,711
821,520
822,820
823,951
824,109
825,215
826,105
827,326
828,953
829,343
830,972
831,543
832,195
833,834
834,385
835,784
836,183
837,695
838,586
839,371
840,758
841,399
842,556
843,839
844,118
845,999
846,134
847,246
848,870
849,161
850,889
851,590
852,693
853,343
854,119
855,534
856,511
857,530
858,626
859,933
860,216
861,996
862,883
863,422
864,812
865,704
866,776
867,348
868,974
869,189
870,831
871,530
872,725
873,596
874,173
875,830
876,633
877,106
878,199
879,446
880,138
881,574
882,518
883,619
884,946
885,638
886,351
887,124
888,474
889,474
890,166
891,706
892,152
893,785
894,640
895,195
896,826
897,641
898,820
899,261
900,975
901,328
902,580
903,201
904,905
905,913
906,629
907,588
908,215
909,137
910,876
911,938
912,523
913,177
914,127
915,336
916,289
917,210
918,774
919,935
920,946
921,652
922,871
923,609
924,904
925,837
926,215
927,793
928,815
929,798
930,341
931,517
932,328
933,108
934,628
935,997
936,639
937,425
938,106
939,321
940,561
941,688
942,987
943,508
944,874
945,381
946,540
947,836
948,426
949,211
950,105
951,162
952,351
953,987
954,810
955,215
956,123
957,528
958,658
959,859
960,563
961,985
962,538
963,590
964,403
965,427
966,851
967,935
968,569
969,804
970,982
971,676
972,526
973,895
974,814
975,580
976,186
977,428
978,918
979,743
980,972
981,568
982,551
983,210
984,163
985,222
986,229
987,234
988,860
989,167
990,411
991,119
992,550
993,958
994,780
995,320
996,410
997,916
998,359
999,286
1000,841
1001,827
1002,710
1003,757
1004,452
1005,138
1006,116
1007,231
1008,297
1009,687
1010,584
1011,184
1012,871
1013,943
1014,475
1015,111
1016,535
1017,996
1018,991
1019,907
1020,442
1021,641
1022,938
1023,943
1024,877
1025,954
1026,344
1027,822
1028,808
1029,606
1030,160
1031,310
1032,313
1033,287
1034,164
1035,624
1036,207
1037,836
1038,994
1039,408
1040,943
1041,368
1042,275
1043,904
1044,689
1045,961
1046,803
1047,696
1048,805
1049,377
1050,960
1051,279
1052,884
1053,592
1054,339
1055,749
1056,594
1057,972
1058,593
1059,354
1060,858
1061,462
1062,319
1063,860
1064,318
1065,449
1066,368
1067,866
1068,726
1069,913
1070,172
1071,868
1072,919
1073,244
1074,704
1075,621
1076,454
1077,463
1078,918
1079,190
1080,326
1081,283
1082,741
1083,628
1084,596
1085,839
1086,725
1087,315
1088,775
1089,299
1090,626
1091,984
1092,112
1093,999
1094,856
1095,803
1096,865
1097,110
1098,701
1099,869
1100,974
1101,278
1102,534
1103,692
1104,519
1105,833
1106,592
1107,279
1108,800
1109,806
1110,891
1111,347
1112,603
1113,148
1114,770
1115,747
1116,238
1117,398
1118,799
1119,970
1120,713
1121,131
1122,556
1123,835
1124,831
1125,981
1126,661
1127,962
1128,276
1129,138
1130,372
1131,188
1132,357
1133,608
1134,941
1135,346
1136,226
1137,169
1138,273
1139,403
1140,382
1141,791
1142,685
1143,238
1144,854
1145,178
1146,595
1147,527
1148,993
1149,830
1150,559
1151,271
1152,534
1153,580
1154,613
1155,981
1156,494
1157,571
1158,430
1159,366
1160,535
1161,444
1162,852
1163,666
1164,689
